Transaction_ID,Customer_ID,Amount,Hour,Location,Device,Merchant,Is_International,Transactions_Last_1H,Fraud
TXN000246,CUST0223,2977,22,Hyderabad,MacBook,Grocery,No,1,0
TXN000247,CUST0947,11090,6,Jaipur,MacBook,Restaurant,No,4,0
TXN000248,CUST0690,723,3,Bengaluru,Android,Crypto,No,4,0
TXN000249,CUST0220,5454,16,Bengaluru,Windows,Travel,No,1,0
TXN000250,CUST0478,1676,3,Chennai,MacBook,Travel,No,3,0
TXN000251,CUST0571,2367,23,Kolkata,Windows,Fuel,No,4,0
TXN000252,CUST0291,1587,14,Jaipur,iPhone,Gaming,No,2,0
TXN000253,CUST0568,22564,13,Ahmedabad,Windows,Shopping,No,1,0
TXN000254,CUST0917,1584,15,Lucknow,Windows,Gaming,No,1,0
TXN000255,CUST0536,1393,21,Ahmedabad,Android,Crypto,No,4,0
TXN000256,CUST0712,1249,18,Delhi,iPhone,Shopping,No,3,0
TXN000257,CUST0206,52680,19,Hyderabad,Windows,Shopping,No,4,0
TXN000258,CUST0743,1254,15,Lucknow,Android,Electronics,No,4,0
TXN000259,CUST0365,3403,15,Chennai,Windows,Electronics,No,2,0
TXN000260,CUST0787,976,14,Pune,Android,Gaming,No,2,0
TXN000261,CUST0644,1410,4,Lucknow,Windows,Fuel,No,4,0
TXN000262,CUST0695,386,0,Jaipur,MacBook,Travel,No,2,0
TXN000263,CUST0639,100,3,Mumbai,MacBook,Gaming,No,4,0
TXN000264,CUST0207,7827,9,Lucknow,Android,Electronics,No,5,0
TXN000265,CUST0352,528,17,Delhi,MacBook,Crypto,No,1,0
TXN000266,CUST0393,1001,14,Jaipur,MacBook,Gaming,No,1,0
TXN000267,CUST0034,10207,5,Delhi,iPhone,Electronics,No,2,0
TXN000268,CUST0504,301,13,Delhi,MacBook,Gaming,No,1,0
TXN000269,CUST0583,12467,21,Hyderabad,Windows,Gaming,No,4,0
TXN000270,CUST0576,1565,5,Kolkata,iPhone,Gaming,No,5,0
TXN000271,CUST0632,8097,21,Lucknow,MacBook,Grocery,No,1,0
TXN000272,CUST0605,702,1,Delhi,iPhone,Grocery,No,3,0
TXN000273,CUST0390,11665,3,Kolkata,iPhone,Travel,No,1,0
TXN000274,CUST0678,1166,7,Hyderabad,Windows,Fuel,No,1,0
TXN000275,CUST0890,578,9,Mumbai,Windows,Travel,No,1,0
TXN000276,CUST0472,23499,21,Lucknow,Windows,Crypto,No,3,0
TXN000277,CUST0021,4345,22,Kolkata,Android,Travel,No,4,0
TXN000278,CUST0585,345,12,Jaipur,iPhone,Gaming,No,1,0
TXN000279,CUST0708,671,21,Delhi,iPhone,Travel,No,2,0
TXN000280,CUST0630,7703,9,Ahmedabad,MacBook,Gaming,No,1,0
TXN000281,CUST0861,1487,17,Chennai,Android,Electronics,No,5,0
TXN000282,CUST0412,2310,7,London,iPhone,Fuel,Yes,5,0
TXN000283,CUST0069,1798,18,Bengaluru,MacBook,Shopping,No,3,0
TXN000284,CUST0815,219,2,Ahmedabad,iPhone,Electronics,No,4,0
TXN000285,CUST0680,2618,17,Ahmedabad,Android,Electronics,No,5,0
TXN000286,CUST0528,136,14,Lucknow,Windows,Grocery,No,5,0
TXN000287,CUST0884,876,5,Hyderabad,Windows,Gaming,No,3,0
TXN000288,CUST0960,1401,20,Ahmedabad,Android,Crypto,No,5,0
TXN000289,CUST0745,4365,20,Delhi,Android,Gaming,No,2,0
TXN000290,CUST0247,5943,4,Delhi,Windows,Crypto,No,4,0
TXN000291,CUST0327,4519,2,Delhi,Android,Electronics,No,3,0
TXN000292,CUST0662,476,5,Kolkata,Android,Crypto,No,2,0
TXN000293,CUST0117,10140,4,Mumbai,Android,Electronics,No,4,0
TXN000294,CUST0498,18160,17,Ahmedabad,MacBook,Grocery,No,2,0
TXN000295,CUST0164,1842,8,Delhi,MacBook,Electronics,No,5,0
TXN000296,CUST0181,675,20,Chennai,Windows,Grocery,No,1,0
TXN000297,CUST0881,25581,2,Jaipur,MacBook,Fuel,No,4,0
TXN000298,CUST0919,3152,11,Hyderabad,Android,Crypto,No,2,0
TXN000299,CUST0242,4459,3,Bengaluru,Windows,Fuel,No,5,0
TXN000300,CUST0681,5501,18,Kolkata,Unknown,Fuel,No,2,0
TXN000301,CUST0615,460,3,Lucknow,Android,Crypto,No,2,0
TXN000302,CUST0958,591,13,Delhi,MacBook,Shopping,No,3,0
TXN000303,CUST0451,2005,13,Ahmedabad,iPhone,Gaming,No,5,0
TXN000304,CUST0384,1115,22,Kolkata,Windows,Gaming,No,2,0
TXN000305,CUST0987,2520,8,Lucknow,Windows,Gaming,No,3,0
TXN000306,CUST0842,1288,9,Ahmedabad,Android,Grocery,No,1,0
TXN000307,CUST0708,1063,21,Delhi,iPhone,Electronics,No,3,0
TXN000308,CUST0925,1676,21,Lucknow,,Gaming,No,4,0
TXN000309,CUST0009,1887,12,Ahmedabad,Windows,Shopping,No,3,0
TXN000310,CUST0216,3956,5,Jaipur,Windows,Crypto,No,1,1
TXN000311,CUST0083,4712,15,Pune,MacBook,Travel,No,4,0
TXN000312,CUST0898,22106,3,Jaipur,iPhone,Fuel,No,3,0
TXN000313,CUST0431,7723,19,Hyderabad,MacBook,Travel,No,4,0
TXN000314,CUST0712,2319,0,Delhi,iPhone,Restaurant,No,4,0
TXN000315,CUST0811,4184,20,Jaipur,Windows,Electronics,No,3,0
TXN000316,CUST0590,1490,2,Delhi,iPhone,Restaurant,No,5,0
TXN000317,CUST0703,1916,13,Delhi,Android,Gaming,No,2,0
TXN000318,CUST0267,931,5,Lucknow,Windows,Electronics,No,2,0
TXN000319,CUST0087,1024,13,Ahmedabad,Windows,Crypto,No,5,0
TXN000320,CUST0230,1534,0,Lucknow,Unknown,Shopping,No,1,0
TXN000321,CUST0204,4296,8,Kolkata,iPhone,Crypto,No,5,0
TXN000322,CUST0440,1217,19,Kolkata,iPhone,Travel,No,2,0
TXN000323,CUST0970,1965,18,Lucknow,iPhone,Crypto,No,4,0
TXN000324,CUST0848,3934,21,Jaipur,Windows,Shopping,No,2,0
TXN000325,CUST0969,263,8,Lucknow,Android,Restaurant,No,4,0
TXN000326,CUST0877,1111,6,Pune,Windows,Shopping,No,4,0
TXN000327,CUST0185,19619,13,Delhi,MacBook,Electronics,No,2,0
TXN000328,CUST0633,12643,14,Jaipur,Windows,Gaming,No,1,1
TXN000329,CUST0137,1577,10,Chennai,MacBook,Crypto,No,4,0
TXN000330,CUST0754,11425,19,Mumbai,iPhone,Grocery,No,1,0
TXN000331,CUST0341,2241,7,Lucknow,Windows,Grocery,No,1,0
TXN000332,CUST0260,1236,16,Delhi,MacBook,Crypto,No,3,0
TXN000333,CUST0136,529,17,Bengaluru,MacBook,Restaurant,No,5,0
TXN000334,CUST0505,2745,10,Jaipur,MacBook,,No,5,0
TXN000335,CUST0444,9019,4,Mumbai,Android,Restaurant,No,4,0
TXN000336,CUST0893,1163,8,Pune,MacBook,Electronics,No,5,0
TXN000337,CUST0850,1510,8,Bengaluru,MacBook,Restaurant,No,3,0
TXN000338,CUST0755,1378,15,Delhi,MacBook,Gaming,No,1,0
TXN000339,CUST0194,857,4,Kolkata,iPhone,Gaming,No,3,0
TXN000340,CUST0168,2199,22,Bengaluru,Android,Gaming,No,1,0
TXN000341,CUST0453,703,11,Delhi,Unknown,Gaming,No,1,0
TXN000342,CUST0888,555,4,Kolkata,Android,Electronics,No,2,0
TXN000343,CUST0855,1284,5,Hyderabad,Windows,Shopping,No,5,0
TXN000344,CUST0995,3111,0,Lucknow,MacBook,Crypto,No,1,0
TXN000345,CUST0253,1083,15,Bengaluru,iPhone,Grocery,No,3,0
TXN000346,CUST0698,4739,21,Delhi,Windows,Fuel,No,3,0
TXN000347,CUST0158,1221,0,Jaipur,Android,Gaming,No,4,0
TXN000348,CUST0644,778,8,Lucknow,Windows,Grocery,No,5,0
TXN000349,CUST0974,569,14,Hyderabad,iPhone,Restaurant,No,2,0
TXN000350,CUST0884,846,1,Hyderabad,Windows,Grocery,No,1,0
TXN000351,CUST0561,794,19,Delhi,iPhone,Restaurant,No,2,0
TXN000352,CUST0989,2578,12,Hyderabad,MacBook,,No,4,0
TXN000353,CUST0799,6865,12,Bengaluru,MacBook,Restaurant,No,1,0
TXN000354,CUST0306,880,15,Bengaluru,Windows,Electronics,No,5,0
TXN000355,CUST0135,389,11,Bengaluru,Windows,Shopping,No,4,0
TXN000356,CUST0457,233,12,Hyderabad,Android,Crypto,No,1,0
TXN000357,CUST0775,1653,13,Delhi,MacBook,Crypto,No,4,0
TXN000358,CUST0096,9274,1,Dubai,MacBook,Shopping,Yes,2,0
TXN000359,CUST0540,1614,20,Hyderabad,Windows,Gaming,No,4,0
TXN000360,CUST0082,9043,15,Dubai,MacBook,Electronics,Yes,2,0
TXN000361,CUST0536,7304,13,Ahmedabad,Android,Fuel,No,1,0
TXN000362,CUST0526,7840,3,Bengaluru,MacBook,Gaming,No,5,0
TXN000363,CUST0364,2803,8,Lucknow,Windows,Grocery,No,1,0
TXN000364,CUST0759,3184,21,Mumbai,Windows,Crypto,No,1,0
TXN000365,CUST0086,4202,13,Bengaluru,Android,Gaming,No,4,0
TXN000366,CUST0639,866,8,Mumbai,MacBook,Restaurant,No,2,0
